36451,208237792
33277,206808445
37054,208941074
23519,208456185
38777,204587960
37208,209656950
31032,210251970
15452,90136420
33966,205561996
29950,204559210
35044,208504370
34657,207938488
26082,204274660
33965,206780877
33595,207388756
38704,209114575
34379,208112355
37469,209310248
33962,207391022
34065,207643194
32112,206356230
38129,210227261
28500,203445749
27186,204292477
23965,203322272
36494,204740975
27965,203136102
39175,204822679
22187,204587803
17873,90145584
33726,207993409
35694,208184891
32560,207540310
31392,205753566
34858,208294698
27248,10246269
38480,204647332
32561,207338879
34638,209934621
22306,202291459
35467,201699873
33458,210401450
25388,90145568
34860,208114664
33278,206808441
29339,203888987
36450,209393872
37055,208941075
23864,204636071
22382,90131941
32563,206615085
34253,206887992
33377,10346525
20450,201692660
37210,209656961
33600,207388755
22242,203198950
36102,90139585
37474,209310245
33471,208294727
35060,207653535
31414,204222915
33758,207910212
27182,206481908
25413,90049795
25113,207910387
27188,204292472
34854,209297157
33272,209273200
33950,208456233
26117,204587909
35153,206887905
35308,208270234
33464,210245837
22558,10412590
34218,208294712
32027,210461432
25364,203201060
27920,206725724
36454,208237793
28650,203131635
29304,206901618
33279,206808440
37211,209310260
38278,206725964
34878,207895085
30575,209297205
34256,206888001
20453,201692677
26137,204272122
38323,203379234
38164,209700735
34076,207959750
37477,209634135
33972,204556588
28554,204443417
34961,208114683
38784,204222897
34960,208455896
34697,206783262
37558,205690063
37231,209114390
29392,204295637
27194,204318283
36811,208930714
28340,208456215
36452,209208655
30093,205467942
32584,206179562
32150,207390506
28963,202106724
9355,203151776
34089,207900175
35851,206462228
34864,208294717
36456,208226692
29892,208715736
36305,202899626
31596,204587971
33763,208112356
34378,210402319
34424,207390452
33280,206808434
35738,208688474
26346,202537962
34659,208504191
36083,206362623
37087,208941079
20454,201692648
34258,206888011
36808,210399818
32193,205809367
37499,208043057
33967,207391021
34962,208114681
37811,209245960
34880,207929461
34661,208294716
35309,208504378
36084,205664938
37078,210399915
26310,203459314
36249,208504437
10101,90106172
27197,204318288
37497,208410812
33298,206526266
37810,210462233
34666,207876534
33477,208154551
35877,204020411
34091,207686156
38486,205865187
36077,207900176
33476,208504178
33612,207506250
31373,208455791
35415,206827757
38173,210441817
35843,207645242
30708,205083947
36458,208237795
36274,206870289
26350,202537952
22727,202619749
29464,204793355
38468,210435432
20458,201953021
32226,205985716
33971,207391020
34963,208114682
37812,209245958
27985,204740191
18040,203151779
17906,204274644
35332,208504422
34662,208294722
36816,208893656
16112,202900041
30158,204937142
30134,206362873
34092,207679756
10102,90106210
9646,203111113
33478,208154550
37235,210256478
37254,209199789
34260,207390507
35800,208504190
35498,90144998
36097,205838157
29493,204549804
36080,207900178
24368,202899996
27479,10351869
31374,208455792
33625,207506253
34454,207390180
34966,207965387
24316,204569292
25550,202827713
22729,202473822
39039,210490135
33767,208112357
33786,206854515
34220,209869342
30680,207390502
36812,210399819
36118,203142471
33765,208455897
37110,209114551
31635,206460118
38781,207920831
20459,201953025
30808,204345240
30602,208111280
32055,210206538
34125,203165921
38492,206725966
33784,207538225
32228,205985718
28020,204734549
18087,203150909
33490,207502093
36061,208791922
35334,208504396
34093,207660499
34401,208456262
32653,205888207
38214,210399746
37257,209208719
35384,208289993
33326,207390641
16309,203022472
39090,208504394
35165,208117924
29574,204559209
33493,206928744
34881,208294718
22798,202143942
35925,202592699
29758,201953029
34102,205886768
35748,210435439
34719,207543188
28033,204448530
35431,207506251
27364,204791586
20461,201692679
28951,206722263
36824,209306028
37123,209114552
32874,202870171
30603,208111279
37287,208937533
32279,205985717
34126,203166120
26461,200924629
34095,207653548
34476,206888012
31830,205557539
33630,207659194
26444,203407045
33637,207391015
33488,208154765
24386,203340101
36471,209208661
33496,206928384
28971,204679144
18202,203347464
35175,208117922
34227,210521551
35388,208294724
11338,90140166
37139,208893658
35905,204238996
38507,206181767
31881,203514371
30196,205593367
32628,207554111
38798,205852250
34263,207897315
35853,208085175
18516,202045875
27391,204791643
30841,205554287
27407,203930685
36264,209000383
25670,203389465
34708,208186248
20466,201692695
33997,207390717
33485,208792604
37856,210252385
35903,205769439
34096,207642358
37539,208670548
32875,202870173
32280,205985719
29612,205106045
34127,203165922
33769,208504099
35477,206359209
16668,90148258
28978,204519849
28067,203922244
29806,202755491
10640,203024425
34442,208455894
34723,207666380
38773,210441166
33788,207543197
26445,203407043
36862,208342520
20532,90105654
34747,203388440
25776,90114631
18524,90145909
36969,203474227
33498,206928390
36270,208742932
37293,209245965
35183,208117920
35872,207937885
36345,204407682
36117,206901652
32744,204832843
24493,202900030
31836,205844265
38831,201854347
34883,208893644
30197,205593354
28059,205592435
23006,202456880
16394,203111424
25749,202827715
38327,207390671
31813,207533462
25732,203341506
24402,203897877
36859,210399849
32322,203405815
33639,206928608
33499,206725198
30867,205554724
34969,208294720
34266,207900180
16669,90140203
29677,204884519
37141,209194240
37859,210399745
30058,209028436
33057,208033806
24571,202537967
33638,207659192
34894,208504340
34724,207666382
28979,204559213
33804,206575951
22940,203472622
30734,207907430
32315,205083968
13155,90109367
30206,204222662
30957,202046565
28137,204254634
26563,202125720
37301,209302310
34968,209297152
34119,207514567
36502,209306029
37915,207465595
23097,202515446
33510,205516750
33640,206928606
27501,203928709
34490,207656388
35485,206901613
37872,210190818
30939,205557540
32187,209896109
37142,209194241
36861,210442348
21047,10373002
36507,208939028
23246,90146847
13202,10379358
24572,202537969
552,90132241
36957,207390709
34278,207934190
33157,207390654
34895,208504345
33081,208085180
34725,207666381
28980,204559211
33801,207544265
34899,207959814
32323,204222207
28148,203131413
38619,202985806
38295,210258472
16741,201959840
33985,208504045
26241,208456199
33508,206928380
35186,208117919
34976,208504300
29820,202882380
30159,208033486
26525,203921172
34553,204793356
33431,207390644
36286,208791921
32876,204053338
33532,204071217
37589,209085184
36299,208342524
28138,204327516
38483,210259873
16000,208226457
34998,208079230
33643,206928605
37145,208941080
35185,208504304
16758,90137168
15046,209297200
34280,207900177
33158,207338961
34282,207514566
32314,207509842
33998,208112354
30951,205599984
36906,208656495
33327,208464828
33382,207910214
20534,203022202
31887,206639246
21175,10412788
37308,209901965
23296,201647442
27589,204264643
33159,206725196
37877,210401451
26617,201692705
34727,207666379
28981,204559214
33150,208105630
34897,208504421
28149,203131412
38800,207654105
24153,208715855
38782,210566840
35190,208117918
27719,203379237
37150,208791918
34981,208504339
35900,208190046
34728,207534895
34496,207978102
37893,208937534
34595,203199121
16003,208226458
38106,202026554
33437,207464919
32688,208033808
38296,210647824
33645,206928607
36636,206783256
9546,208294904
31924,206356232
25788,203396327
32877,204297424
4696,90049928
34905,207514568
36515,209687172
32384,202989028
37331,207686317
36637,205728900
37878,210258465
26615,203329569
36864,210442350
36909,208656497
33999,208112358
34791,203185276
33662,205521002
37309,209901964
38500,208787116
34465,209890796
37623,208809705
28982,204559208
33831,207552185
35010,208117938
34548,207907555
36931,208370418
30955,205852387
580,202812620
36962,207899814
24615,203340555
35475,208670546
13580,90125772
35990,204049431
38343,207935920
36020,202472204
27729,203379250
33438,207390650
23347,50012453
38794,209704118
34901,208294715
37354,207390184
34000,207934192
25532,208280406
30389,202813304
32878,204219387
33863,207391013
35012,207642355
38324,209393521
23325,202456903
32340,205761530
18960,202067544
31954,206356233
16774,90139860
28180,202916534
25813,202973389
35983,206854534
36617,208453643
36556,209891040
33664,205520997
37162,209208718
37310,209901966
27771,202592070
34298,207543193
18837,203155653
13213,203025617
33160,207390655
34286,207945552
35011,208117936
33653,207391014
35981,207539418
30338,206460113
38796,209310279
34301,206615080
13581,90125786
21182,202486964
30343,205121310
23349,50009858
32005,202899998
29007,204792885
11801,206722262
34904,208294927
37646,209122918
35218,207536225
28175,204318286
24648,203491687
26695,202479417
24346,208972043
36309,208409785
35194,208504297
25797,204416098
34751,207543189
18970,202045862
31992,203952966
33439,207464920
36308,209000385
33522,207654106
29823,204792884
31956,206356229
37907,210227260
26622,203201062
24693,203087681
25814,202973396
30962,205599985
36607,209891039
36620,208453646
37311,209901963
36169,90145444
37174,209208663
34130,207652053
33790,210252356
34300,207543192
30203,208156275
35525,207543201
33161,207390656
33536,206898357
32664,209975310
13700,90111702
37934,208710844
19112,90148541
37767,204588748
23350,50012447
29008,204792886
32017,202916547
36993,206928378
37322,209307663
34003,207637777
37648,209122921
25829,202827684
16877,202434158
32880,205106048
24789,203017911
27739,204644752
35201,208504318
5644,203023505
33440,207464921
34754,207543198
34926,208117932
34002,208105467
17067,90140498
36123,208504432
35552,206928359
31970,206419131
36635,208409750
35987,207464939
36999,206761808
35216,208294701
32405,203938179
31014,205777541
30219,207910337
36361,208226689
35018,207900343
33864,207936135
32882,204563949
38329,210227282
38455,202104453
38550,208296017
35014,208117937
33537,206898358
21267,203087865
38346,208167531
6284,202812567
37716,207899810
13701,90108521
34557,207907559
30355,206460124
16765,204569335
29029,204679142
34552,208504187
35519,208289950
29825,205664966
36023,202451162
34135,207900170
33443,207390652
24825,202900025
36142,207907548
32431,202827677
37181,209705773
38096,207391434
37650,209122924
33668,206917817
38944,201965217
30436,204505951
34004,207652055
33175,207542598
38345,208890628
37340,208890876
27783,202293522
34927,208117933
36124,208504429
38511,210460676
33177,207390617
21297,202070149
31020,205835447
33219,205562000
21268,203086405
19132,202778315
37964,209310243
36364,208226700
34559,207907557
29827,205664963
19141,90145586
34151,206854516
36207,10363070
26805,203900180
32034,10333368
34136,207900171
38449,206576717
38826,208294970
36143,207907552
34150,207514563
32395,206745972
37182,209705774
34001,209297154
33669,206917815
38522,210267015
28205,204419878
25857,202870177
18441,209002546
6493,203017999
29032,205145879
34303,207900179
34007,207660497
31030,205557530
32906,203324965
34928,208117931
34770,207959798
38451,205817166
26891,202870174
26861,203388612
33883,208177785
35019,208117926
38813,209301534
34824,207390710
36365,208226696
37686,208893667
32022,204363358
29829,205664964
24921,203340806
38806,210536123
37183,209656949
13954,90128649
17187,202041204
34609,207543190
33562,207542597
31273,203086857
36149,207907550
34009,207595882
33908,208111903
29816,208455891
33563,207388760
38001,209871973
27778,205844282
32416,205664913
33670,206917814
33444,207667995
37652,210254965
29099,204222472
36029,202785722
25858,202870184
35219,208504334
17094,203151930
35623,207514417
36988,209253739
29861,204792876
34934,208117929
21875,201700823
38473,10333846
7195,90105458
36027,203396159
16329,210521578
38939,204823067
6726,203111433
25036,202502745
33921,207925431
34304,207927557
35022,208117925
35237,207686035
19358,90144996
24937,203324914
38587,208937347
25902,202479411
6742,202845629
35231,208114686
30590,90138537
17191,202041195
32984,203934122
38574,210190784
34153,207465587
34610,207543191
37187,209656951
23537,203069939
32493,203324970
36151,207907558
38920,206870284
28225,205592439
34012,207642166
33671,206917816
27779,205844283
33452,207667994
38726,204080936
34937,208114670
36052,90142591
32358,208295050
36033,202861078
36990,209253738
28256,204563763
36367,208464207
36127,210402579
17220,90141074
32546,202003159
37403,209705777
35662,207535170
36705,208930722
38474,10343605
35591,208171946
33922,207925432
25855,205986339
23635,202900002
34154,207390673
38003,210404123
27789,204292470
31176,205844279
36381,208226695
14033,90105156
34829,207682340
17372,10363243
18564,208715747
25905,202479418
26929,203651765
38697,206892248
35024,208156876
33024,90049752
38388,210399777
29865,205664972
32033,204465488
30453,207390309
36258,10376165
37192,209656955
34349,207660498
37808,204740188
19204,203389382
31284,204049534
33566,207388752
33931,207391017
25111,203017912
35054,202784218
36053,90141687
18567,208456203
33453,207876535
30533,205729817
38475,10140760
34363,206892902
28304,203405814
38008,210227271
23651,202784323
7936,90104307
37404,209705778
35663,207536226
36718,208930723
35530,210252184
37496,202985950
38735,203329570
37405,208973561
32488,206179525
13996,203025174
38644,208344063
23686,10333848
27793,204292473
22042,202145734
26930,203445879
37803,207875395
36260,10316920
36383,208226699
34831,207682339
30585,204206934
38400,209208547
33271,206808431
38834,209310268
34361,207642497
34640,206120294
33713,206812380
35031,208156878
35226,209869989
30457,207390171
33690,207391431
29866,205664973
34944,208042977
39038,204348269
37196,209656956
34624,207934191
34158,206895864
38457,206671732
29228,204793090
33569,207388757
36001,208504423
33924,208111904
7783,202900227
29231,204206936
35810,10326220
38399,210479062
33936,207391019
